0,0,A male or female condom,TRUE
1,0,The pill,FALSE
2,0,An IUD,FALSE
3,1,Sex Maid,FALSE
4,1,Sadomasochism,TRUE
5,1,Sex Machine,FALSE
6,2,Clara Morgane,FALSE
7,2,Katsumi,FALSE
8,2,Anna Tommy,TRUE
9,3,Finding hair erotic,TRUE
10,3,An alcohol fueled affair,FALSE
11,3,Using food for sex,FALSE
15,5,Olisbos,TRUE
16,5,Fozizi,FALSE
17,5,Plubesoindom,FALSE
18,6,Exobiophie,FALSE
19,6,Onania,TRUE
20,6,Celibacy,FALSE
21,7,Yohimbine,FALSE
22,7,White rhinocerous horn,TRUE
23,7,Ginger,FALSE
24,8,Selena Gomez,FALSE
25,8,Demi Lovato,FALSE
26,8,Madonna's daughter,TRUE
27,9,Safe sex,FALSE
28,9,Zodiac sex,TRUE
29,9,Air sex,TRUE
30,10,French Letter,TRUE
31,10,Chinese Letter,FALSE
32,10,Spanish Condom,FALSE
33,11,A sexologist,FALSE
34,11,A coach to improve msucles used in sex,FALSE
35,11,A coach to improve your libido,TRUE
39,13,A man who seduces by cooking,TRUE
40,13,A man who gets an erection from food,FALSE
41,13,A man who is hungry immediately after sex,FALSE
42,14,A private rentable aeroplane for sex,TRUE
43,14,A sextoy that vibrates like a takeoff,FALSE
44,14,A plane for meeting singles,FALSE
45,15,In the fridge,FALSE
46,15,In your pocket,FALSE
47,15,Somewhere dry and airy,TRUE
48,15,In a sock drawer,FALSE
49,16,6 months,FALSE
50,16,3 years,TRUE
51,16,4 year,FALSE
52,16,You should change after four partners,FALSE
53,17,3 months,FALSE
54,17,2 years,FALSE
55,17,5 years,TRUE
56,17,"1 week is enough",FALSE
57,18,Sensoprène,FALSE
58,18,Latex,FALSE
59,18,Silicon,FALSE
60,18,Polyurethane,TRUE
61,19,Placed on the tip and rolled down to the base,TRUE
62,19,Unroll it and place it on the organ,FALSE
63,19,Blow in it and place it on the organ,FALSE
64,20,True,FALSE
65,20,False,TRUE
66,21,True,FALSE
67,21,False,TRUE
68,22,True,TRUE
69,22,False,FALSE
70,23,True,FALSE
71,23,False,TRUE
72,24,True,FALSE
73,24,False,TRUE
74,25,True,FALSE
75,25,False,TRUE
76,26,True,TRUE
77,26,False,FALSE
78,27,True,FALSE
79,27,False,TRUE
80,28,True,FALSE
81,28,False, TRUE
82,29,Yes,TRUE
83,29,No,FALSE
84,30,Yes,TRUE
85,30,No,FALSE
86,31,Yes,TRUE
87,31,No,FALSE
88,32,Yes,FALSE
89,32,No,TRUE
90,33,Yes,FALSE
91,33,No,TRUE
92,34,True,FALSE
93,34,False,TRUE
94,35,True,FALSE
95,35,False,TRUE
96,36,True,FALSE
97,36,False,TRUE
98,37,True,FALSE
99,37,False,TRUE
100,38,True,TRUE
101,38,False,FALSE
102,39,True,FALSE
103,39,False,TRUE
104,40,True,FALSE
105,40,False,TRUE
106,41,Yes,TRUE
107,41,No,FALSE
108,42,True,TRUE
109,42,False,FALSE
110,43,True,TRUE
111,43,False,FALSE
112,44,Yes,TRUE
113,44,No,FALSE
114,45,True,TRUE
115,45,False,FALSE
116,46,True,TRUE
117,46,False,FALSE
120,48,True,TRUE
121,48,False,FALSE
122,49,True,FALSE
123,49,False,TRUE
124,50,True,TRUE
125,50,False,FALSE
126,51,True,FALSE
127,51,False,TRUE
128,52,True,FALSE
129,52,False,TRUE
130,53,True,FALSE
131,53,False,TRUE
132,54,True,FALSE
133,54,False,TRUE
134,55,True,TRUE
135,55,False,FALSE
136,56,True,TRUE
137,56,False,FALSE
138,57,True,TRUE
139,57,False,FALSE
140,58,True,FALSE
141,58,False,TRUE
142,59,True,TRUE
143,59,False,FALSE
144,60,True,TRUE
145,60,False,FALSE
146,61,True,TRUE
147,61,False,FALSE
148,62,True,TRUE
149,62,False,FALSE
150,63,True,TRUE
151,63,False,FALSE
152,64,True,TRUE
153,64,False,FALSE
154,65,True,TRUE
155,65,False,FALSE
156,66,True,FALSE
157,66,False,TRUE
158,67,Tibet,FALSE
159,67,Inde,TRUE
160,67,Turquie,FALSE
164,69,True,FALSE
165,69,False,TRUE
166,70,13th century,FALSE
167,70,15th century,FALSE
168,70,19th centry,TRUE
169,71,True,FALSE
170,71,False,TRUE
171,72,The Balance,FALSE
172,72,The Sphynx,FALSE
173,72,The Lotus,TRUE
174,73,The Tigress,FALSE
175,73,Intertwined Vines,FALSE
176,73,The Angel Vine,TRUE
177,74,The Chimp,FALSE
178,74,The shellfish,FALSE
179,74,The Kangaroo,TRUE
180,75,Bite and Scratch his parnter,TRUE
181,75,Use many objects,FALSE
182,75,Eat a lot of ginger,FALSE
183,76,True,FALSE
184,76,False,TRUE
185,77,The Bracket,FALSE
186,77,The Barrow,FALSE
187,77,The Andromache (Hector's Horse),TRUE
188,78,The woman clings to the mans neck with her feet,TRUE
189,78,The man encircles her waist with his legs,FALSE
190,78,She lies upside down,FALSE
191,79,Victoria Beckham,FALSE
192,79,Madonna,TRUE
193,79,Britney Spears,FALSE
194,80,Rihanna,TRUE
195,80,Mila Kunis,FALSE
196,80,Jenifer,FALSE
197,81,Kristen Stewart,FALSE
198,81,Courteney Cox,FALSE
199,81,Lady Gaga,TRUE
200,82,Teri Hatcher,TRUE
201,82,Eva Longoria,FALSE
202,82,Sarah Jessica Parker,FALSE
203,83,Monica Belluci,TRUE
204,83,Isabelle Adjani,FALSE
205,83,Mathilde Seigner,FALSE
206,84,Penélope Cruz,FALSE
207,84,Jennifer Lopez,FALSE
208,84,Salma Hayek,TRUE
209,85,Lady Gaga,FALSE
210,85,Anne Hathaway,TRUE
211,85,Keysha,FALSE
212,86,Dita von Teese,FALSE
213,86,Marilyn Monroe,TRUE
214,86,Zahia,FALSE
215,87,Mariah Carey,FALSE
216,87,Kylie Minogue,FALSE
217,87,Scarlett Johansson,TRUE
218,88,Halle Berry,TRUE
219,88,Cameron Diaz,FALSE
220,88,Sharon Stone,FALSE
221,89,True,FALSE
222,89,False,TRUE
223,90,True,FALSE
224,90,False,TRUE
225,91,True,FALSE
226,91,False,TRUE
229,93,True,FALSE
230,93,False,TRUE
231,94,The clitoris,FALSE
232,94,The pubis,TRUE
233,94,The buttocks,FALSE
